source,target
salima252,nadh_naj
fahiraidris,BruNet_tes
kompascom,bayurizkinur
MARQUEZ__93,Gorilla1923
sherinasinna,HayatiSalsabill
PolsekKandat,futoday_
PolsekKandat,silentreadeer
dwiyanaDKM,silentreadeer
MataIndonesia8,silentreadeer
monitordaycom,PSJakarta
PolsekKandat,wiwikherma
dwiyanaDKM,rofiqma_mun
PolsekKandat,27Gix
PolsekKandat,27Gix
TarunaIkrar,TeukuAsnawi2
SKningrum,ZoneVenomWar
infobdg,dianangelafbr
MINDEFMalaysia,pstl_kuching
dwiyanaDKM,Apodax
Bisniscom,jokoselong
TarunaIkrar,rachmatalqadrie
dwiyanaDKM,jumriadiat
Penyuka_ombak,Mysoul03559460
TarunaIkrar,Mysoul03559460
TarunaIkrar,fay_erha
TarunaIkrar,siwisesa
fahiraidris,DoesDeep
fahiraidris,Susanto21585883
dwiyanaDKM,BerutuRm
EnggalPMT,Qolybri_8216
Kanseulir,Qolybri_8216
infobdg,liuawaroka
dwiyanaDKM,EmyPalayukan
MARQUEZ__93,EmyPalayukan
voaindonesia,EmyPalayukan
dwiyanaDKM,RiWabatik
dwiyanaDKM,RiWabatik
fahiraidris,misrizal_mj
TarunaIkrar,Syamsud41732201
fahiraidris,Syamsud41732201
harihariono1,SutrisnoPradja
dwiyanaDKM,AndrianaRustam
fahiraidris,ismanto_danie
harihariono1,AlatasIndonesia
dwiyanaDKM,_antaresh
fahiraidris,bankdeny
TarunaIkrar,RajaAbsolut
TarunaIkrar,IdeBagus_store
harihariono1,ricosiswandi
TarunaIkrar,yaniprawiro1
lawancovid19_id,zanpaqu07
TarunaIkrar,bibin_bey
dwiyanaDKM,cak_sys
harihariono1,AlberaD5
harihariono1,Gyoucancallme
hseungwoor,xiyeonescent
TarunaIkrar,sang_alim
hseungwoor,kimminddu
dwiyanaDKM,keevan03
hseungwoor,somidoumra
TarunaIkrar,kuwungkuwung1
TarunaIkrar,nadimusar
hseungwoor,cravityhjun
TarunaIkrar,FirmanSentosa5
fahiraidris,NengIma_ns
MARQUEZ__93,mimelva_su
dwiyanaDKM,0rang
dwiyanaDKM,orangdesadamai
dwiyanaDKM,wisaapi
dwiyanaDKM,budiman_anwar
dwiyanaDKM,maria_trifonia
MARQUEZ__93,Mar33Cj
MARQUEZ__93,wynorusia20
namjinsdghtr,BujingAa
cnbcindonesia,vickygabriel
harihariono1,annasantoz318
harihariono1,annasantoz318
dwiyanaDKM,Arianggara__84
JapenSabah,PMR_Ranau
harihariono1,edwinmogi
MARQUEZ__93,harihariono1
dwiyanaDKM,azharovichII
dwiyanaDKM,sembilanbumi
dwiyanaDKM,AvatarPemburu
infobdg,rananusantari
MataIndonesia8,zazaputih
dwiyanaDKM,zazaputih
dwiyanaDKM,triwul82
malau_lenny,dwiyanaDKM
dwiyanaDKM,Widyarenee
dwiyanaDKM,Eddoludwig1
harihariono1,SantiSwastika
MARQUEZ__93,SantiSwastika
detikHealth,AlbertSolo2
akarilmiah,arielpradipta
DokterPodcast,HanaLinaa
NdonPedoHunter,jerrysoes
AnakLolina2,HerUsing
MARQUEZ__93,HerUsing
cnbcindonesia,KotakKardus8
dwiyanaDKM,denni_loyz
dwiyanaDKM,RETHA_Monicaa
Kanseulir,hendrik66769665
LOVE_AG4EVER,FerryM1
dwiyanaDKM,ChokeeManroe
Cyber4rt_,ChokeeManroe
cnbcindonesia,johantanto
dwiyanaDKM,Deckyalvares
sherinasinna,aticya
KompasTV,FarahCSafira
fahiraidris,SamRachman6
dwiyanaDKM,__GoldenAngel_
fahiraidris,Sung_SANG_
dwiyanaDKM,ApriliaLin
rya_nugrohoi,retno_setyowat
dwiyanaDKM,Bams_1eng
dwiyanaDKM,RiriJreengg
AnakLolina2,wisanggeni_084
dwiyanaDKM,wisanggeni_084
AnakLolina2,Galih_Akek
dwiyanaDKM,Galih_Akek
terasid,terasid
terasid,terasid
dwiyanaDKM,Gond_rong
MataIndonesia8,YoyokSubandriy3
dwiyanaDKM,YoyokSubandriy3
e100ss,YoyokSubandriy3
LOVE_AG4EVER,GintingAline
ConversationIDN,gombang
TashiClaryson,gunoto7
LOVE_AG4EVER,gunoto7
MARQUEZ__93,gunoto7
AnakLolina2,gunoto7
MARQUEZ__93,MichaelHarto77
dwiyanaDKM,dytoxs_eddy
dwiyanaDKM,Lestari_Leonita
dwiyanaDKM,myekobudi
detikcom,NicRusman
shhizukaa,elmirarizaleyy
dwiyanaDKM,FigoFico
dwiyanaDKM,muktiadi1
dwiyanaDKM,7int4Putih
dwiyanaDKM,Koran_kemarin
MARQUEZ__93,Koran_kemarin
Penyuka_ombak,Tere_one34
DiantyYasmin3,Tere_one34
BBCIndonesia,Tere_one34
dwiyanaDKM,Tere_one34
dwiyanaDKM,Bentir16
dwiyanaDKM,V_Stone_Kardol
dwiyanaDKM,antakara_86
dwiyanaDKM,moenthe_
IrvanKarta,bulekhitiya
dwiyanaDKM,CINTADA__
dwiyanaDKM,Kesit_
dwiyanaDKM,LahAkuKenapa
dwiyanaDKM,tjhinfar
dwiyanaDKM,dubie_tina
dwiyanaDKM,Tjhinfar22
fxmario,noorrohman
dwiyanaDKM,seruanhl
dwiyanaDKM,tjhinfar21
detikcom,ekanzoy
dwiyanaDKM,Chaterinee8
dwiyanaDKM,FionaSusanty
dwiyanaDKM,kaukutangkap_
fahiraidris,hendrihasibua10
LOVE_AG4EVER,Niksen39984562
MARQUEZ__93,Niksen39984562
dwiyanaDKM,NinjaCir3ng
mediaindonesia,NinjaCir3ng
dwiyanaDKM,P3nj3l4j4h_id
narkosun,P3nj3l4j4h_id
dwiyanaDKM,Elvheera2__
bernamaradio,blackputrafund
detikcom,XiaoChenMei
fahiraidris,wiram
EnggalPMT,NakLanang10
harihariono1,YogaAdrianyoga6
MARQUEZ__93,dinnorich1
IrvanKarta,ronald_pf
EnggalPMT,Niawahdania667
semiaji_w,KADALGURUN48
IrvanKarta,OeliLuli
MKNJPM,yan_pmr
pakmul63,wongsolo0904
fahiraidris,wongsolo0904
fahiraidris,cSharpDictator
SKningrum,arynpekik
VIVAlife_,VIVAcoid
kiblatnet,sofianrohman
fahiraidris,sofianrohman
fahiraidris,GustiR34100598
fahiraidris,Padly_gunawan
detikcom,fajarr_satya
detikcom,galihrancunk
AnakLolina2,silitonga95
fahiraidris,Prawitadisastra
infobdg,asqholani
detikcom,_rizdika
EnggalPMT,Masdjodi1
fahiraidris,Masdjodi1
zarazettirazr,Masdjodi1
harihariono1,hendrikk168
KicauSunyi,hendrikk168
kanitanafiza,bin_sata
LOVE_AG4EVER,KrisIgnazio
JapenSabah,PMRTambunan
MARQUEZ__93,BiemLugiek
AnakLolina2,BiemLugiek
MARQUEZ__93,hannysilvie
budihartobong,hokipuol
LOVE_AG4EVER,Bagonghardjo1
MARQUEZ__93,Ferry13602224
fahiraidris,Rakyat_ndeso
e100ss,ikaNitaS
sherinasinna,iyoprijatno
LOVE_AG4EVER,hp_astoro
AymanRashdanW,naquib_najib
IrvanKarta,na_sth
Penyuka_ombak,wijaya_48
detikcom,hadhmeant
MARQUEZ__93,eka_dini722
LOVE_AG4EVER,desmonebenezer2
EnggalPMT,Rizky_Nadasi
MINDEFMalaysia,pmrnabawan
JapenSabah,pmrnabawan
LOVE_AG4EVER,LukmanHariant11
infobdg,pratamadhityar
MKNJPM,iqmlhsym
fahiraidris,muhyina0787
rya_nugrohoi,Rian170363Az
LOVE_AG4EVER,RizkiR4madani
fahiraidris,deabrhedaha
LOVE_AG4EVER,PradiptaArya4
MARQUEZ__93,PradiptaArya4
AnakLolina2,PradiptaArya4
antaranews_bali,Baliantaranews
lawancovid19_id,naaa_jaemima
MARQUEZ__93,urip_murup
fahiraidris,ahmadkosasih03
JapenSabah,CylviaCylena
LOVE_AG4EVER,linnana001
unpad,dedemboo
detikcom,fitrianahae
Senaputra_FM,infodinoyo
fahiraidris,MoedaPejoeang
AnakLolina2,rsdnetid
BNPB_Indonesia,b2p2toot
EnggalPMT,non_Dindun
LOVE_AG4EVER,hendra__id
BNPB_Indonesia,saikekel
MKNJPM,mutiarafm
fahiraidris,zulbahtar61
detikcom,dhonamss
detikcom,izzuddinalhfzh
Cyber4rt_,kiki_ayu
fxmario,hastaaditya
MKNJPM,_pinkypanda_
lawancovid19_id,ambargedon
fahiraidris,RizkiAsihan
MKNJPM,nalsurasyn
MKNJPM,rosezieta
MKNJPM,RELAMERSING
MKNJPM,aimanhilmyy
kanitanafiza,DonAdam68
EnggalPMT,DonAdam68
pakmul63,A1sySum4r
fahiraidris,mei_indriya
fahiraidris,yashadipura
fahiraidris,ukhaerani
fahiraidris,Net_Nataku
LOVE_AG4EVER,Sheena88164629
MediaRakyat_,brahmayp
voaindonesia,andika_aoshi
fahiraidris,SDiahsastro
MINDEFMalaysia,pmrmersing
IrvanKarta,shiwizu
e100ss,HanskoeG
detikfinance,disyaars
fahiraidris,mugiya_wardhany
LOVE_AG4EVER,KisromiK
unpad,Ramamactavis
MINDEFMalaysia,tldm_rasmi
fahiraidris,whysato2
LOVE_AG4EVER,de_sinner
mediaindonesia,Aguyzhee
fahiraidris,Rivo1014
MARQUEZ__93,SamsulA44787617
AymanRashdanW,havermavt
Juliasafara2,Canda_Bisnis2
RistiAgust,Canda_Bisnis2
tacubz,Canda_Bisnis2
mediaindonesia,YBaptistaM
voaindonesia,mutajir_mohamat
IrvanKarta,prakosobimo_
KompasTV,linams___
fahiraidris,iwanfirdaus2
fahiraidris,diditugunung
fxmario,tiramisuor3o
lawancovid19_id,theunknownm4n
LOVE_AG4EVER,AlyPwng
AnakLolina2,yoris_ab
MARQUEZ__93,yoris_ab
LOVE_AG4EVER,yoris_ab
fahiraidris,aji_jajaul37
fahiraidris,irfan_yusra
MARQUEZ__93,stingErz23
fahiraidris,nicolauscusanus
IrvanKarta,titobgs17
pakmul63,NgilmuKantiLaku
MARQUEZ__93,YantiErwien
IrvanKarta,aliznls
lawancovid19_id,bknsp2
IrvanKarta,Ai_Sherry
IrvanKarta,perasagulaaa__
IrvanKarta,aiemeen
MARQUEZ__93,darmalikSe
Penyuka_ombak,awe_azza
fxmario,MissDerpDark
SKningrum,MissDerpDark
beritaKBR,yannnsh
fahiraidris,noerdiani2017
tolakbigotnkri,ainaina3aja
AnakLolina2,ainaina3aja
LOVE_AG4EVER,RianAbdiPanges1
fahiraidris,daningWN
tolakbigotnkri,arjuno_ireng01
idntimes,adehayqal
MARQUEZ__93,udoydina
fahiraidris,adukdodol
Cyber4rt_,manuel_agil
tolakbigotnkri,manuel_agil
fahiraidris,ennyelf2
MediaRakyat_,ennyelf2
MARQUEZ__93,prytnma
fahiraidris,MasAdiJKT
LOVE_AG4EVER,bembi85
AgungWibawant19,WiwitSetiyowat2
Penyuka_ombak,Lamber_Adonara
pakmul63,AB_1_X_R
MARQUEZ__93,hgberry
LOVE_AG4EVER,hgberry
AnakLolina2,hgberry
temponewsroom,samsulwidodo102
MataNajwa,feelthforce
EnggalPMT,woy_lau
EnggalPMT,ntieonly
LOVE_AG4EVER,Aslipriok1973
SKningrum,allydptr
temponewsroom,felzadefa
fahiraidris,ikram_vai
fahiraidris,MRachmat_
pakmul63,PKSPekayon
fxmario,meyliaaaaa
fahiraidris,palbapang1
pakmul63,Subhanologi
fahiraidris,GreatSpiderman7
fahiraidris,Hafizh05
MARQUEZ__93,hanzelrestdhani
unpad,haura_drg
fahiraidris,RezyThea
EnggalPMT,Aspenditanjung
sherinasinna,LenyPapero
fahiraidris,McAchiex
fahiraidris,_ZiaLuiza_
EnggalPMT,himura89517038
fahiraidris,himura89517038
Jhonkosmik,HeriawanAdiwan2
fahiraidris,HeriawanAdiwan2
fahiraidris,NiaArmiani17
LOVE_AG4EVER,Garuda_2020
fxmario,claudiadiadia_
unpad,diikaa_tan
EnggalPMT,AANGMANCHUNIAN
fahiraidris,deaboy1
fahiraidris,s0lihin
ontynad,RohmatPujipurno
fahiraidris,ramsyadani
LOVE_AG4EVER,bennydjuwanda
fahiraidris,11brantakan
fahiraidris,BundaRiena3
EnggalPMT,j7_2122
fahiraidris,aniessyailir
fahiraidris,ike_mulya
MARQUEZ__93,joklutuk
fahiraidris,maulfysanaullah
EnggalPMT,KavindraOemar
LOVE_AG4EVER,Budiawan1985
EnggalPMT,houschen
fahiraidris,EmakYuni
SKningrum,EzzyKenzaki
fahiraidris,sabriahrazak
fahiraidris,akunrecehndeso
fahiraidris,hustaf4ever
SKningrum,akunusam
YongL4dy,SriRaha53124534
fahiraidris,SriRaha53124534
fahiraidris,ibach77
_mardial_,viarama
fahiraidris,Sunarti25231614
Penyuka_ombak,Mbakmjiyut
MARQUEZ__93,KukerNada
dr_koko28,sudrajat_riyad
EnggalPMT,kuyabatok
EnggalPMT,RahmanSy2
SKningrum,AntonErl
spektrumku,AntonErl
AnakLolina2,tomitexas
MARQUEZ__93,tomitexas
EnggalPMT,pedromalih
SKningrum,iaridlo
MARQUEZ__93,Sup3rMan10
fahiraidris,Kayra40683526
fahiraidris,enigma_nikenko
LOVE_AG4EVER,AgusSup39011241
fahiraidris,usroh2014
Penyuka_ombak,elninn
AnakLolina2,elninn
MataIndonesia8,HrPuspita
MARQUEZ__93,Mazggg
KomunitasBambu,VBC1973
lawancovid19_id,evereeze
kompascom,TiiBii
AnakLolina2,WD18111
Penyuka_ombak,Brigade01Arwan1
LOVE_AG4EVER,Brigade01Arwan1
fahiraidris,toranaga3000
LOVE_AG4EVER,BrinoMilanista
MARQUEZ__93,BrinoMilanista
EnggalPMT,wien_yadi
jokowi,yundasalsa
jokowi,yundasalsa
jokowi,yundasalsa
narkosun,AlifCena
AnakLolina2,AlifCena
LOVE_AG4EVER,AlifCena
MARQUEZ__93,AsrofMahmudah
Penyuka_ombak,yeelen4
Penyuka_ombak,Alitawarrior999
MARQUEZ__93,pongkyagung
AnakLolina2,pongkyagung
LOVE_AG4EVER,Arifngk
MARQUEZ__93,Arifngk
EnggalPMT,KangAwiee
MARQUEZ__93,Joy45158415
spektrumku,dumbledokyungso
Azmipro75,andri_wae1
MARQUEZ__93,Ogutz27
fahiraidris,ompian
fahiraidris,teuku_z
twitpos,AlFatih68231928
fahiraidris,AlFatih68231928
fxmario,_dvsg
sherinasinna,Astridpangkali
dr_tompi,Astridpangkali
EnggalPMT,erteyoyo
detikcom,Richard1975Sas
EnggalPMT,saifullahselian
LOVE_AG4EVER,ijadz_cs
SilumanRi,NugrahaIndra2
KemenkesRI,erysaputra_
fahiraidris,ker_asa
AnakLolina2,ontranontran
fahiraidris,Randu_Mahendra
fahiraidris,tubankreatif
LOVE_AG4EVER,andy_nomicin
AnakLolina2,akupadi5
LOVE_AG4EVER,akupadi5
fahiraidris,hermaneka
MARQUEZ__93,irwan_tjia
Penyuka_ombak,CTeckyo
fahiraidris,LiaEmza
fahiraidris,onesdreamperson
fahiraidris,dickyss
EnggalPMT,Naruzaky
fahiraidris,cahyasederhana
fahiraidris,qaulwolf
EnggalPMT,Sirojore
fahiraidris,radisyahputra01
anggelsari20,AndiniAryana
tacubz,AndiniAryana
Cyber4rt_,AndiniAryana
tacubz,AndiniAryana
_KRAKATAUSTEEL,AndiniAryana
anggelsari20,AndiniAryana
tacubz,AndiniAryana
tacubz,AndiniAryana
WindyGantari,AndiniAryana
anggelsari20,AndiniAryana
dvitaindh,AndiniAryana
renaalasyifa1,AndiniAryana
nabeillabilqies,AndiniAryana
Larastriana4,AndiniAryana
ontynad,AndiniAryana
tacubz,AndiniAryana
tacubz,AndiniAryana
naantariii,AndiniAryana
anggelsari20,AndiniAryana
tacubz,AndiniAryana
RaniSyahYa,AndiniAryana
nissspp,AndiniAryana
ontynad,AndiniAryana
fahiraidris,Gak_NyerahBRO
fahiraidris,msaid_didu
MARQUEZ__93,Salimbado9
fahiraidris,FreemasonryID
Yohananabila01,Calon_Bupati07
semestasains,JimshFor
fahiraidris,uwaydugan
EnggalPMT,uwaydugan
awkarin,tianyanyaa
fahiraidris,raihana_wiwieal
fxmario,IinWang
fahiraidris,onlyaidee
fahiraidris,dlmjaki
SahabatSaber,Regazzyx
fxmario,aoktrns
lawancovid19_id,briiinme
fxmario,TweetOrRetweets
EnggalPMT,Nasution_eD
TashiClaryson,AnakKolong_
MARQUEZ__93,DARMOGATY
MARQUEZ__93,766hidoau
AnakLolina2,766hidoau
AnakLolina2,hemaviton99
fahiraidris,bunk_zae
EnggalPMT,RickyNSas
fxmario,Haer1109_
MataIndonesia8,Nitizen_Zen
MARQUEZ__93,Nitizen_Zen
Penyuka_ombak,Nitizen_Zen
AnakLolina2,Nitizen_Zen
MARQUEZ__93,Adhy92325096
zonasubang,pocong_tempur29
fahiraidris,HasbyYusuf9
fahiraidris,hapi_remaco
MARQUEZ__93,Daeng_ime
Penyuka_ombak,Daeng_ime
AnakLolina2,Daeng_ime
AnakLolina2,Ferry92754797
fahiraidris,mas_kriting
MARQUEZ__93,radhityaputrar1
narkosun,seoul83
sherinasinna,laylipatrick
Jhonkosmik,DSXL3
fahiraidris,arthoku
Penyuka_ombak,reng_kenek
MARQUEZ__93,reng_kenek
MARQUEZ__93,yitn00
MARQUEZ__93,NataprajaSule
MataIndonesia8,NataprajaSule
fahiraidris,Theman37560907
SKningrum,hsuf
MataIndonesia8,RayAlpin
Megatop99,RayAlpin
YongL4dy,ilhamprmn
MataIndonesia8,BloonGebuk
fahiraidris,Bagas36406270
fxmario,feliciadlcour
fahiraidris,bos_sir
plnbanten1,pitz_fitriani
fahiraidris,maryadi182634
YongL4dy,Saha_namina_
fahiraidris,ChristWamea
HartonoKetut,ani_nyebar
YongL4dy,tigamudaperkasa
MARQUEZ__93,rubiavianto
MARQUEZ__93,Donie248
fahiraidris,AmstrongBiring
AnakLolina2,ryanxyz
mhdjns,iyenski
AngkasaPura_2,mawaluddin
Jhonkosmik,165NLM
EnggalPMT,165NLM
MARQUEZ__93,Patobrancogmai1
shhizukaa,intnmustka
MARQUEZ__93,red1n1earth
namjinsdghtr,trsiaheny
AnakLolina2,muk_ridwan
MARQUEZ__93,NES40135128
namjinsdghtr,xolovelygucci
MARQUEZ__93,valentina_rama
namjinsdghtr,OnetNenew
fahiraidris,ElinMoenik2
sherinasinna,yiyoyuyeya
Penyuka_ombak,Sastroklengsre1
spektrumku,btungka1997
shhizukaa,arndoux
Jhonkosmik,endri_DKSH
EnggalPMT,andi_achilles
znewsid,maifil
znewsid,maifil
MARQUEZ__93,Remy_martin051
Gilang_Mahesa,sulitsekali
fahiraidris,wipyoenick17
MARQUEZ__93,aby_manyu1709
fahiraidris,sabdin_alsaduh
fahiraidris,mluthfi198
ConversationIDN,akunsudi
Penyuka_ombak,G4dis_ku
sherinasinna,rdhtria
AnakLolina2,SulaemanAnanda
MARQUEZ__93,MeyRudy7205
Jhonkosmik,Hasansaprudin24
Penyuka_ombak,FransiscaKwee
fahiraidris,ElfianSKM
Jhonkosmik,Andi_ZaKi
spektrumku,IamYogas
Penyuka_ombak,IamYogas
MARQUEZ__93,shinesaja
shhizukaa,farahin_fakri
AngkasaPura_2,Wasid70Wasid
MARQUEZ__93,polocorner
fahiraidris,vhe_jun
MataNajwa,btsrapliner
MARQUEZ__93,dirmanrdl
MARQUEZ__93,bpriady
fahiraidris,ANesta33846198
fahiraidris,WawanTrianto
BiLLYKHAERUDIN,mofirad
MARQUEZ__93,KicauSunyi
namjinsdghtr,Katzmukki
Bung_Aben,BuGuru_PAUD
EnggalPMT,abdulrtah
ConversationIDN,helmyandryan_
fahiraidris,supranoto72
Bung_Aben,_abu_safa
ConversationIDN,ekanugrah
fahiraidris,sukabumiazam
ConversationIDN,putrox
namjinsdghtr,liawsome
ConversationIDN,A_yarzuki7
Penyuka_ombak,g0bell_78
namjinsdghtr,mildmeraah
AnakLolina2,CXjaran
KemenkesRI,puji_jiun
fahiraidris,n4dini
namjinsdghtr,g_ggablue
namjinsdghtr,Rahhma010
jawapos,mudha_satriya
namjinsdghtr,waididablue
namjinsdghtr,Lavistaaaaa
namjinsdghtr,boongboong7
fahiraidris,Firmanpaytren3
namjinsdghtr,lovelieur
namjinsdghtr,mimocamiuw
namjinsdghtr,blueberrytayl0r
namjinsdghtr,yaudahcapek
namjinsdghtr,kittenlav
Penyuka_ombak,PakTua97506516
lawancovid19_id,haechanlogi
kompascom,ReeEzzZ25
Penyuka_ombak,bhre__absurd
EnggalPMT,rp_51
Penyuka_ombak,bakuLideran
Jhonkosmik,mahdlarmy
sherinasinna,nurulhumaerahI
MARQUEZ__93,RexyChristian1
Larastriana4,DelsonbpvGore
MARQUEZ__93,MrJacky55620003
fahiraidris,Diazd1802
MataNajwa,yaudahlahyak
Penyuka_ombak,SKHery8
MARQUEZ__93,SKHery8
EnggalPMT,yudhawirapp
AnakLolina2,Rudi_Tarigan
shhizukaa,nnasuha01
fahiraidris,doni_tbk
MARQUEZ__93,kadrun77853825
Metro_TV,WWoohoon
Ronnie_Rusli,HabibieWarunk
fahiraidris,muharib89571843
Ach_Falut,SyaifulHooda
AnakLolina2,lepu_maut
EnggalPMT,ali_nurlah
malegorgon,hallohangs
Azmipro75,haninhilbram
AnakLolina2,vinamvr
Penyuka_ombak,baveto
KemenkesRI,meilinvia
unpad,meilinvia
biofarmaID,meilinvia
biofarmaID,meilinvia
Penyuka_ombak,poncokarso
ajeeysaka,poncokarso
AymanRashdanW,GJai9
kumparan,yakaligals
Penyuka_ombak,bukanSiZonkie
jr_kw19,candra_3k
MARQUEZ__93,san_san79
fxmario,fransucipto
AymanRashdanW,nakikutawakbole
DiantyYasmin3,Robby555920
shhizukaa,syizdan
EnggalPMT,hijrahjkt
dr_koko28,hijrahjkt
benky_aja,TGandhung
AnakLolina2,NurAzisAbimanyu
AymanRashdanW,TrafalgarZul
MataIndonesia8,visitortwt1
EnggalPMT,alvifadhollah
MARQUEZ__93,EsJorong
fahiraidris,dovi_reges
fahiraidris,rachmadgustiaw1
MARQUEZ__93,becak125cc
Penyuka_ombak,becak125cc
MataIndonesia8,becak125cc
KomunitasBambu,chocoabitter
AnakLolina2,Gandos_Akek
AnakLolina2,kampoengasri
fahiraidris,Adzkia77075950
